division,district,tehsil,mauza
FAISAL ABAD,TOBA TEK SINGH TEHSIL,KAMALIA TEHSIL,AROTI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 301/JB KOT FARKSHAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 301/JB KOT FARKSHAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 353/JB MEHDI ABAD
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 353/JB MEHDI ABAD
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 353/JB MEHDI ABAD
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 353/JB MEHDI ABAD
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 303/JB KATOHAR KALAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 303/JB KATOHAR KALAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 156/GB PIDHARI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 156/GB PIDHARI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 159/GB GAGO MAHAL
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 159/GB GAGO MAHAL
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 159/GB GAGO MAHAL
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 159/GB GAGO MAHAL
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 164/GB NAJR PUR
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 164/GB NAJR PUR
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 164/GB NAJR PUR
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 248/GB MALARY
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 248/GB MALARY
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 178/GB BURJ
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 178/GB BURJ
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 178/GB BURJ
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 178/GB BURJ
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 243/GB KALYAN PUR
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 243/GB KALYAN PUR
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 368/JB WADALAH
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 368/JB WADALAH
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 245/GB TALWANDI BHATIAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 245/GB TALWANDI BHATIAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 245/GB TALWANDI BHATIAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 315/JB KALA PAHAR
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 315/JB KALA PAHAR
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 423/JB SAJAN PUR AULIA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 423/JB SAJAN PUR AULIA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 431/JB UMAR PUR
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 431/JB UMAR PUR
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 438/JB BHABWANA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 438/JB BHABWANA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 424/JB MONTGUMERY WALA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 424/JB MONTGUMERY WALA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 430/JB ADA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 430/JB ADA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 430/JB ADA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 430/JB ADA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 312/JB KATHU WALI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 312/JB KATHU WALI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 312/JB KATHU WALI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 312/JB KATHU WALI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 310/JB THATTA BHOPAL WALA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 310/JB THATTA BHOPAL WALA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 363/JB NAWAN BAMBAI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 363/JB NAWAN BAMBAI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 363/JB NAWAN BAMBAI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 363/JB NAWAN BAMBAI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 281/JB RAJO DOKHRI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 281/JB RAJO DOKHRI
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 97/JB NANGAL
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 97/JB NANGAL
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 90/JB THARU
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 90/JB THARU
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 278/JB USMAN KOT SHAHEED
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 278/JB USMAN KOT SHAHEED
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 338/JB LAHORE NAWAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 338/JB LAHORE NAWAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 348/JB ZAKHIRAN WALA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 348/JB ZAKHIRAN WALA
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 349/JB SATRAH NAU
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 349/JB SATRAH NAU
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 339/JB KAJLA VEROKE
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 339/JB KAJLA VEROKE
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 417/JB NAWADEY
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 417/JB NAWADEY
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 336/JB CHAK ARAIAN
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 336/JB CHAK ARAIAN
FAISAL ABAD,Jhang,JHANG TEHSIL,KOT ISA SHAH
FAISAL ABAD,Jhang,JHANG TEHSIL,LANG SHUMALI
FAISAL ABAD,Jhang,JHANG TEHSIL,JHARKI
FAISAL ABAD,Jhang,JHANG TEHSIL,CHELA
FAISAL ABAD,Jhang,JHANG TEHSIL,BUHLA PATOANA
FAISAL ABAD,Jhang,JHANG TEHSIL,PIR KOT SIDHANA
FAISAL ABAD,Jhang,JHANG TEHSIL,SHAH JEEWNA
FAISAL ABAD,Jhang,JHANG TEHSIL,SHAH JEEWNA
FAISAL ABAD,Jhang,JHANG TEHSIL,RATA MATTA SHUMALI
FAISAL ABAD,Jhang,JHANG TEHSIL,PINDI MADDOKI
FAISAL ABAD,Jhang,JHANG TEHSIL,MALHUANA
FAISAL ABAD,Jhang,JHANG TEHSIL,MALHUANA
FAISAL ABAD,Jhang,JHANG TEHSIL,MALHUANA
FAISAL ABAD,Jhang,JHANG TEHSIL,MAJHI SULTAN
FAISAL ABAD,Jhang,JHANG TEHSIL,MOHAL
FAISAL ABAD,Jhang,JHANG TEHSIL,HAVELI LAL
FAISAL ABAD,Jhang,JHANG TEHSIL,LAK BADHAR
FAISAL ABAD,Jhang,JHANG TEHSIL,BAGH
FAISAL ABAD,Jhang,JHANG TEHSIL,BAGH
FAISAL ABAD,Jhang,JHANG TEHSIL,BAGH
FAISAL ABAD,Jhang,JHANG TEHSIL,KOT SAQI SINGH
FAISAL ABAD,Jhang,JHANG TEHSIL,CIVIL STATION
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 270
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 231
FAISAL ABAD,Jhang,JHANG TEHSIL,NANGIANWALA CHAK NO 250
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 165
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 170
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 160
FAISAL ABAD,Jhang,JHANG TEHSIL,JABBOANA
FAISAL ABAD,Jhang,JHANG TEHSIL,UCHGAL IMAM
FAISAL ABAD,Jhang,JHANG TEHSIL,DARGAHI SHAH
FAISAL ABAD,Jhang,JHANG TEHSIL,CHUND BHARWANA
FAISAL ABAD,Jhang,JHANG TEHSIL,CHUND BHARWANA
FAISAL ABAD,Jhang,JHANG TEHSIL,CHUND BHARWANA
FAISAL ABAD,Jhang,JHANG TEHSIL,BIR WALI
FAISAL ABAD,Jhang,JHANG TEHSIL,KARI WALA
FAISAL ABAD,Jhang,JHANG TEHSIL,KHANUANA
FAISAL ABAD,Jhang,JHANG TEHSIL,MUKHIANA
FAISAL ABAD,Jhang,JHANG TEHSIL,SATIANA
FAISAL ABAD,Jhang,JHANG TEHSIL,KHEWA
FAISAL ABAD,Jhang,JHANG TEHSIL,KHEWA
FAISAL ABAD,Jhang,JHANG TEHSIL,KHEWA
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 446
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 441
FAISAL ABAD,Jhang,JHANG TEHSIL,KOT SHAKIR
FAISAL ABAD,Jhang,JHANG TEHSIL,MARI SHAH SAKHIRA
FAISAL ABAD,Jhang,JHANG TEHSIL,RASHID PUR
FAISAL ABAD,Jhang,JHANG TEHSIL,BHARERI
FAISAL ABAD,Jhang,JHANG TEHSIL,18-HAZARI
FAISAL ABAD,Jhang,JHANG TEHSIL,18-HAZARI
FAISAL ABAD,Jhang,JHANG TEHSIL,18-HAZARI
FAISAL ABAD,Jhang,JHANG TEHSIL,18-HAZARI
FAISAL ABAD,Jhang,JHANG TEHSIL,CHATTA DILAWARI
FAISAL ABAD,Jhang,JHANG TEHSIL,KHAURIAN WALA
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK KAURIANA SHUMALI
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 265
FAISAL ABAD,Jhang,JHANG TEHSIL,DOSA
FAISAL ABAD,Jhang,SHORKOT TEHSIL,BASTI WARYAM
FAISAL ABAD,Jhang,SHORKOT TEHSIL,BASTI WARYAM
FAISAL ABAD,Jhang,SHORKOT TEHSIL,BASTI WARYAM
FAISAL ABAD,Jhang,SHORKOT TEHSIL,BASTI WARYAM
FAISAL ABAD,Jhang,SHORKOT TEHSIL,GHUMMAN MARI
FAISAL ABAD,Jhang,SHORKOT TEHSIL,CHAK NO.17GAGH
FAISAL ABAD,Jhang,SHORKOT TEHSIL,CHAK NO.500/JB
FAISAL ABAD,Jhang,SHORKOT TEHSIL,MAHRAM SIAL
FAISAL ABAD,Jhang,SHORKOT TEHSIL,MAHRAM SIAL
GUJRANWALA,SIALKOT,SIALKOT TEHSIL,BELA PHULAIAN WALA
FAISAL ABAD,Jhang,SHORKOT TEHSIL,RUSTAM SARGANA
FAISAL ABAD,Jhang,SHORKOT TEHSIL,ALLAH YAR JUTTA
FAISAL ABAD,Jhang,SHORKOT TEHSIL,KOT MIRZA
FAISAL ABAD,Jhang,SHORKOT TEHSIL,SHAH SADIQE NIHANG
FAISAL ABAD,Jhang,SHORKOT TEHSIL,QAIM BHARWANA
FAISAL ABAD,Jhang,SHORKOT TEHSIL,QAIM BHARWANA
FAISAL ABAD,Jhang,SHORKOT TEHSIL,KHARAN WALA
FAISAL ABAD,Jhang,SHORKOT TEHSIL,CHAK.NO.478 J.B
FAISAL ABAD,Jhang,SHORKOT TEHSIL,CHAK NO.493/JB
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 152
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 138
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 134 J.B
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,BHAWANA
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,BHAWANA
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,LALIAN
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,LALIAN
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,KANDIWAL
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,LANGER MAKHDOM
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,THATTI BALA RAJA
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,HARSE SHEIKH
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,HARSE SHEIKH
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.13
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.13
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 241
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 246
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 206
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.155 J.B
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 199
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 199
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,BAHIWAL
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,INAIT PUR
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,KOT AMIRA
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,RAJOA
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.125/J.B
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.125/J.B
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,KOT BAHADUR SHAH
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,KOT BAHADUR SHAH
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,FATEH PUR PIRTI
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,JUSA
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,KOT MAPAL
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,KOT MAPAL
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,HASSU BALAEL
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,HAVELI JIWAN SHAH
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,HAVELI JIWAN SHAH
GUJRANWALA,SIALKOT,SIALKOT TEHSIL,SIALKOT
GUJRANWALA,SIALKOT,SIALKOT TEHSIL,SIALKOT
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,HAZARAT SULTAN BAHU
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GARH MAHARAJA
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GARH MAHARAJA
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GARH MAHARAJA
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GARH MAHARAJA
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GUDARA
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GUDARA
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,PIR ABDUR REHMAN SHAMALI
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,SAMANDOANA
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,SAMANDOANA
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,RANJIT KOT
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,RANJIT KOT
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,BOCHRA KOHNA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,DHIROWAL
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,LAKHI WAL
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAHIWAL
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAHIWAL
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAHIWAL
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,CHOHAL
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,WIJHA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,KOT CHOGHATA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,KOT CHOGHATA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAIL DHOLKA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAHIBA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,FAROKA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,FAROKA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAJOKA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,DERA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,RAJJA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SIAL SHARIF
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,RABANA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SANDHRANA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,TARKHAN WALA
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,JAHANIAN SHAH
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,JAHANIAN SHAH
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SHAH PUR KANJU
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,MAJUKA
Multan,Multan,Multan,MULTAN CITY
Multan,Multan,Multan,MULTAN CITY
Multan,Multan,Multan,MULTAN CITY
BAHAWALPUR,BAHAWALPUR ,BAHAWALPUR SADDAR TEHSIL,Bhawalpur
Multan,Multan,Multan,SANMURANA
Multan,Multan,Multan,GITH BARABAR
Multan,Multan,Multan,NAWABPUR AWAL
Multan,Multan,Multan,SALEH MUHA
Multan,Multan,Multan,MUKHDOON RASHID
Multan,Multan,Multan,BOOTE WALA
Multan,Multan,Multan,BOSAN
Multan,Multan,Multan,BOSAN
Multan,Multan,Multan,ALPA
Multan,Multan,Multan,ALPA
Multan,Multan,Multan,HAMID PUR MORKHA
Multan,Multan,Multan,KHADAL
Multan,Multan,Multan,JHOK VAINS PARLE
Multan,Multan,Multan,MATTI TAL
Multan,Multan,Multan,MATTI TAL
Multan,Multan,Multan,JHOK VAINS WARLI
Multan,Multan,Multan,PANJ-KOHA
Multan,Multan,Multan,RAI PUR
Multan,Multan,Multan,RAI PUR
Multan,Multan,Multan,QADIR PUR RAWAN GHARBI
Multan,Multan,Multan,KABIR PUR
Multan,Multan,Multan,KABIR PUR
Multan,Multan,Multan,JAHANGIR ABAD
Multan,Multan,Multan,LAR
Multan,Multan,Multan,QASBA CHHARUM
Multan,Multan,Multan,SHER SHAH
Multan,Multan,Multan,SHER SHAH
Multan,Multan,Multan,KHOKHAR
Multan,Multan,Multan,KHOKHAR
Multan,Multan,Multan,TARA GARH
Multan,Multan,Multan,TARA GARH
Multan,Multan,Multan,BANDA SINDHILA
Multan,Multan,Multan,BANDA SINDHILA
Multan,Multan,Multan,HAMID PUR KANAURA
Multan,Multan,Multan,QADIR PUR LAR
Multan,Multan,Multan,QADIR PUR LAR
Multan,Multan,Multan,PIR TANNUN
Multan,Multan,Multan,4/FAIZ
Multan,Multan,Multan,5/FAIZ
Multan,Multan,Multan,MAKHDOOM PUR
Multan,Multan,Multan,WEHE KARAR WALA
Multan,Multan,Multan,WEHE KARAR WALA
Multan,Multan,Multan,20/M.R.
Multan,Multan,Multan,20/M.R.
Multan,Multan,Multan,CHAK NO.14 FAIZ
Multan,Multan,Multan,DOGRANA
Multan,Multan,Multan,DOGRANA
Multan,Multan,Multan,DOGRANA
Multan,Multan,Multan,MULLAN FAQIR
Multan,Multan,Multan,MULLAN FAQIR
Multan,Multan,Multan,JHOK LASHKAR PUR
Multan,Multan,Multan,KOTHI WALA JANUBI
Multan,Multan,Multan,TATE PUR
Multan,Multan,Multan,TATE PUR
Multan,Multan,Multan,RAWANI
Multan,Multan,Multan,BANGLE WALA GHARBI
Multan,Multan,Multan,LOTHER
Multan,Multan,Multan,LOTHER
Multan,Multan,Multan,KOTLA MAHARAN
Multan,Multan,Multan,KOTLA MAHARAN
Multan,Multan,Multan,13/M.R.
Multan,Multan,Multan,1/M.R.
Multan,Multan,Multan,14/M.R.
Multan,Multan,Multan,11/M.R.
Multan,Multan,Multan,19/M.R.
Multan,Multan,Multan,GHARE BHAN
Multan,Multan,Multan,10/T
Multan,Multan,Shuja Abad Tehsil,CHAK
Multan,Multan,Shuja Abad Tehsil,CHAK
Multan,Multan,Shuja Abad Tehsil,PAUNTA
Multan,Multan,Shuja Abad Tehsil,PAUNTA
Multan,Multan,Shuja Abad Tehsil,SHUJA-ABAD
Multan,Multan,Shuja Abad Tehsil,MAHIRA
Multan,Multan,Shuja Abad Tehsil,SHAH PURABHA JANUBI
Multan,Multan,Shuja Abad Tehsil,BIGRAIN
Multan,Multan,Shuja Abad Tehsil,BIGRAIN
Multan,Multan,Shuja Abad Tehsil,JALAL PUR KHAKHI
Multan,Multan,Shuja Abad Tehsil,RASOOL PUR JANUBI
Multan,Multan,Shuja Abad Tehsil,KHANPUR
Multan,Multan,Shuja Abad Tehsil,KHANPUR
Multan,Multan,Shuja Abad Tehsil,SKINDAR ABAD GHARBI
Multan,Multan,Shuja Abad Tehsil,SKINDAR ABAD GHARBI
Multan,Multan,Shuja Abad Tehsil,NASEER PUR
Multan,Multan,Shuja Abad Tehsil,NASEER PUR
Multan,Multan,Shuja Abad Tehsil,WAHI RAJA RAM
Multan,Multan,Shuja Abad Tehsil,WAHI RAJA RAM
Multan,Multan,Shuja Abad Tehsil,KOTLI NAJABAT JANUBI
Multan,Multan,Shuja Abad Tehsil,MATOTLI
Multan,Multan,Shuja Abad Tehsil,MATOTLI
Multan,Multan,Jalapur Pir Wala ,ALI PUR
Multan,Multan,Jalapur Pir Wala ,ALI PUR
Multan,Multan,Jalapur Pir Wala ,GHAZI PUR
Multan,Multan,Jalapur Pir Wala ,BET KECH JANUBI
Multan,Multan,Jalapur Pir Wala ,BET KECH JANUBI
Multan,Multan,Jalapur Pir Wala ,SABRA
Multan,Multan,Jalapur Pir Wala ,DARAB PUR GHARBI
Multan,Multan,Jalapur Pir Wala ,KOTLA CHAKAR
Multan,Multan,Jalapur Pir Wala ,KOTLA CHAKAR
Multan,Multan,Jalapur Pir Wala ,BAHADAR PUR SHUMALI
Multan,Multan,Jalapur Pir Wala ,BAHADAR PUR SHUMALI
Multan,Multan,Jalapur Pir Wala ,JALAL PUR PIR WALA
Multan,Multan,Jalapur Pir Wala ,JALAL PUR PIR WALA
Multan,Multan,Jalapur Pir Wala ,KARAM ALI WALA
Multan,Multan,Jalapur Pir Wala ,BASTI LONG
Multan,Multan,Jalapur Pir Wala ,KANUN  SHUMALI
Multan,Multan,Jalapur Pir Wala ,JHAN PUR
Multan,Multan,Jalapur Pir Wala ,JANG WALA
Multan,Multan,Jalapur Pir Wala ,INAYAT PUR
Multan,Lodhran,LODHRAN TEHSIL,LODHRAN
Multan,Lodhran,LODHRAN TEHSIL,LODHRAN
Multan,Lodhran,LODHRAN TEHSIL,DANORAN
Multan,Lodhran,LODHRAN TEHSIL,KOT LAL SHAH
Multan,Lodhran,LODHRAN TEHSIL,WAHI ALI ARAIN
Multan,Lodhran,LODHRAN TEHSIL,GOGRAN
Multan,Lodhran,LODHRAN TEHSIL,GOGRAN
Multan,Lodhran,LODHRAN TEHSIL,SUMRA
Multan,Lodhran,LODHRAN TEHSIL,CHAK HUMTAH
Multan,Lodhran,LODHRAN TEHSIL,RAJA PUR JANUBI
Multan,Lodhran,LODHRAN TEHSIL,RAWANI
Multan,Lodhran,LODHRAN TEHSIL,MALIK PUR
Multan,Lodhran,LODHRAN TEHSIL,QURESHI WALA
Multan,Lodhran,LODHRAN TEHSIL,KHANWAH JANUBI
Multan,Lodhran,LODHRAN TEHSIL,CHHAMB KALYAR
Multan,Lodhran,Dunya Pur,253/W.B
Multan,Lodhran,Dunya Pur,297/W.B
Multan,Lodhran,Dunya Pur,JHANDER WAH
Multan,Lodhran,Dunya Pur,LADHA
Multan,Lodhran,Dunya Pur,QUTAB PUR
Multan,Lodhran,Dunya Pur,343/W.B
Multan,Lodhran,Dunya Pur,DUNIA PUR SHARQI
Multan,Lodhran,Dunya Pur,33/M
Multan,Lodhran,Dunya Pur,26/M
Multan,Lodhran,Dunya Pur,14/M
Multan,Lodhran,Dunya Pur,MAKHDOM ALI
Multan,Lodhran,Dunya Pur,376/W.B.
Multan,Lodhran,Dunya Pur,JALLA ARIAN
Multan,Lodhran,Dunya Pur,353/W.B.
Multan,Lodhran,KAROR PACCA TEHSIL,SHAH PUR
